SeniorCitizen,tenure,MonthlyCharges,TotalCharges,AvgMonthlyCharge,NumServices,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_1-2yr,TenureGroup_2-4yr,TenureGroup_4-6yr
-0.43991649313097614,-0.748079855318371,0.5081212721318681,-0.5150520733364476,0.49587141699719334,-0.176010571085054,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
-0.43991649313097614,1.002895784642934,-1.5076384890696393,-0.5374200473101799,-1.3306268406987047,-1.145996840374596,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
-0.43991649313097614,-1.2774445836787656,0.1724382780983114,-0.9749190885538024,-0.7854053036106622,-1.145996840374596,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
-0.43991649313097614,-0.30015585439803716,-0.3327480099521901,-0.44708784472395324,-0.3363582545251156,-0.176010571085054,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False
2.273158691738958,0.3106496014024181,-0.29785027294870164,0.0015731243606046633,-0.10794004371593421,-0.661003705729825,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False
-0.43991649313097614,0.35136996512244845,-0.9758634490164798,-0.38265307946037125,-0.8294385086440408,-0.661003705729825,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False
2.273158691738958,-1.1960038562387048,0.3020584441112687,-0.9191315084950556,-0.3234654470933876,-0.661003705729825,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
-0.43991649313097614,-0.5037576729981889,0.8620840331672525,-0.2198786416377177,0.8449134061795507,0.30898256355971704,True,False,False,True,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False
-0.43991649313097614,-0.62591876415828,0.8703930181680831,-0.2945047323212841,0.9999445489230641,0.30898256355971704,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False
-0.43991649313097614,1.5729808767233588,1.7910285562601154,2.7343924771316126,1.9214623275880072,2.248955102138801,False,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,False,False,False,True
-0.43991649313097614,-0.21871512695797646,-1.51594747407047,-0.7687101923935955,-1.3015982734913438,-1.145996840374596,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.43991649313097614,0.3106496014024181,-1.5009913010689746,-0.6488849116980195,-1.283957358555121,-1.145996840374596,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
-0.43991649313097614,0.7178532386027215,0.16246749609731476,0.5128379495964961,0.27805831817613125,0.7939756982044881,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,False,False,False,True
-0.43991649313097614,-0.8702409464784621,-1.479387940066815,-0.9140137866391327,-1.3623531952018542,-1.145996840374596,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.43991649313097614,0.9621754209229036,1.3523141482162588,1.604677436582546,1.4656281192286016,1.278968832849259,False,False,False,True,True,True,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,True
-0.43991649313097614,0.5142514200025698,0.464914550127549,0.5827654421968229,0.6306651945980454,1.278968832849259,True,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,True,False,False,False,True,False
-0.43991649313097614,1.0436161483629645,1.1462513201956595,1.5736622774039783,1.3115813106829204,0.7939756982044881,False,True,True,True,False,True,False,True,True,False,False,True,True,True,False,False,True,False,False,False,False,True
-0.43991649313097614,0.5142514200025698,-1.2916048790480432,-0.4690366949250022,-1.0642754978683016,-0.661003705729825,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False
2.273158691738958,0.35136996512244845,1.1180007711928355,0.8417839337151315,1.3316146405935791,0.7939756982044881,True,False,False,True,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False
-0.43991649313097614,-1.2774445836787656,-1.4876969250676457,-0.9969561753385741,-1.602180377346516,-1.145996840374596,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.43991649313097614,0.14776814652229667,-1.479387940066815,-0.689032557291898,-1.2946329521847162,-1.145996840374596,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
-0.43991649313097614,1.5729808767233588,-0.11172900893009581,0.8958729595372141,0.02862175032978403,0.7939756982044881,False,True,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,True
2.273158691738958,-0.21871512695797646,0.6344178441444933,0.01344094487132244,0.7690719531247127,1.7639619674940301,False,True,False,True,True,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,True,False
-0.43991649313097614,0.10704778280226633,-1.4843733310673135,-0.7214374426641,-1.343730251133803,-1.145996840374596,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False
2.273158691738958,1.6137012404433893,1.7046151122514768,2.7023184789483707,1.836143981760703,2.248955102138801,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True
-0.43991649313097614,-1.0331224013585834,0.4732235351283796,-0.7750632264216377,0.2085829805678807,-0.661003705729825,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
-0.43991649313097614,-0.38159658183809786,1.1462513201956595,-0.04117750045309679,1.0500902324624029,1.278968832849259,True,True,False,True,True,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False
-0.43991649313097614,0.9621754209229036,1.1645310871974868,1.4275424947590052,1.2352677995370185,0.7939756982044881,False,True,True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,False,False,False,False,True
-0.43991649313097614,0.35136996512244845,0.3303089931140931,0.40055689680922046,0.5528770923374877,0.7939756982044881,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,False,True,False
-0.43991649313097614,-0.9516816739185228,-0.6767399889865777,-0.8521820005953736,-0.7906378966756368,-1.145996840374596,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
-0.43991649313097614,-1.1552834925186746,0.8039211381614382,-0.8490716610191446,0.394053876941232,0.30898256355971704,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
-0.43991649313097614,0.6364125111626608,1.5633623672373562,1.3958655612025164,1.7039975099380027,2.248955102138801,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,False,True,False
-0.43991649313097614,0.8400143297628127,0.00792037508186511,0.47827126792308533,0.10798123108806974,0.30898256355971704,True,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True
-0.43991649313097614,-1.1552834925186746,1.2276793732037996,-0.8449466007301032,0.4552098083881209,0.7939756982044881,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False
2.273158691738958,1.5729808767233588,0.2073360151017999,1.2054730726746234,0.3473693356896638,0.7939756982044881,True,True,False,True,False,False,False,True,True,False,True,True,False,True,False,True,False,False,False,False,False,True
2.273158691738958,-1.0331224013585834,0.29873485011093664,-0.7652689656284059,0.29933576653853083,-0.661003705729825,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.43991649313097614,-0.9516816739185228,-1.4744025490663168,-0.9255727791068207,-1.334664056899698,-1.145996840374596,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.43991649313097614,-1.2774445836787656,-1.4827115340671475,-0.9968899979007819,-1.5997275993473095,-1.145996840374596,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.43991649313097614,-1.1145631287986442,1.3074456292117733,-0.7667028101139015,1.0244723289151316,1.278968832849259,True,False,False,True,True,True,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False
-0.43991649313097614,-0.9924020376385531,0.32698539911376057,-0.7636145296836031,0.0653452875956852,-0.661003705729825,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
-0.43991649313097614,0.025607055362205634,-0.33607160395252245,-0.2711220376347395,-0.3275053167391399,-0.176010571085054,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.43991649313097614,-1.2367242199587352,-1.4860351280674797,-0.9884634041552536,-1.5013439484902378,-1.145996840374596,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
-0.43991649313097614,0.9621754209229036,-1.4893587220678117,-0.5086769801624745,-1.2827454882100557,-1.145996840374596,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
-0.43991649313097614,1.6137012404433893,0.6161380771426661,1.6601561885982627,0.7778878740481499,1.7639619674940301,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,False,False,False,False,False,True
-0.43991649313097614,0.8400143297628127,-1.4577845790646555,-0.5001621498332234,-1.2351418325516366,-1.145996840374596,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
-0.43991649313097614,1.4100994218432374,-1.4893587220678117,-0.4270581402188754,-1.29834851440556,-1.145996840374596,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
-0.43991649313097614,-1.0331224013585834,-1.4660935640654862,-0.9466392634706415,-1.3812259592513063,-1.145996840374596,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
-0.43991649313097614,0.5549717837226001,-0.3028356639492,0.18049485700453238,-0.058252302583413414,-0.661003705729825,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
-0.43991649313097614,1.2879383306831464,1.476948923228718,1.9683003981042457,1.4624839733957002,1.7639619674940301,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,True
-0.43991649313097614,-1.2774445836787656,-0.9874960280176428,-0.9903163724134325,-1.356084984759437,-1.145996840374596,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
-0.43991649313097614,1.5729808767233588,-0.5122220859701314,0.545088420947183,-0.3325270991460127,-0.176010571085054,True,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True
-0.43991649313097614,-1.0331224013585834,-1.5109620830699715,-0.9418303696577486,-1.3366671589323835,-1.145996840374596,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2.273158691738958,-0.055833672077855064,-0.4773243489666429,-0.3086667040087952,-0.3143697286796626,0.30898256355971704,False,True,False,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,False,False,True,False
-0.43991649313097614,1.5729808767233588,1.3456669602155942,2.2112157130931416,1.3828277367807207,1.278968832849259,True,True,False,True,False,True,False,False,True,True,True,True,True,False,True,True,False,True,False,False,False,True
-0.43991649313097614,-0.38159658183809786,0.4117370461222332,-0.229562606701296,0.4682367848727971,1.278968832849259,False,True,True,True,True,False,False,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False
-0.43991649313097614,-1.1552834925186746,-0.3477041829536853,-0.9196168097055311,-0.6518106619205336,-0.661003705729825,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
-0.43991649313097614,-0.9516816739185228,0.006258578081699082,-0.7640998308940786,-0.13770839328679524,0.30898256355971704,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False
-0.43991649313097614,-0.7888002190384014,-0.35268957395418365,-0.6964885486164756,-0.29157933310369977,-0.176010571085054,False,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
-0.43991649313097614,-0.62591876415828,0.2006888271011353,-0.47327205094369706,0.26374777464263277,-1.145996840374596,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
-0.43991649313097614,1.247217966963116,0.5579751821368518,1.2129511231451315,0.6406040554489977,-0.176010571085054,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.43991649313097614,-0.3408762181180675,0.6659919871476498,-0.12760523420958916,0.6746516800504867,1.7639619674940301,True,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,True,True,False,False
-0.43991649313097614,-0.0965540357978854,0.684271754149477,0.11058942355013629,0.7402489858529282,1.7639619674940301,False,False,False,True,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False
-0.43991649313097614,0.26992923768238775,-1.3148700370503688,-0.5699131692661046,-1.1214767691353098,-0.661003705729825,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
